PART_ID,TOUCHDOWN,X_COORD,Y_COORD,SITE,DEVICE_PF,DEVICE_PF_INT,BANDGAP_VOLTAGE,BANDGAP_VOLTAGE_PF,OFFSET_VOLTAGE,OFFSET_VOLTAGE_PF,PIN1_LEAKAGE,PIN1_LEAKAGE_PF,PIN2_LEAKAGE,PIN2_LEAKAGE_PF,PLL_FREQ,PLL_FREQ_PF,PROP_DELAY,PROP_DELAY_PF,SUPPLY_CURRENT,SUPPLY_CURRENT_PF
527,132,17,7,S3,PASS,1,1.2021350544540612,P,0.3229074324751571,P,0.9449606335445502,P,0.9450159228860432,P,20.421337878991732,P,17.21856706764595,P,11.200983259073862,P
528,132,17,8,S4,PASS,1,1.212231323719697,P,-0.6326790837749019,P,1.0172508438119001,P,0.7910581736172919,P,20.00953269241159,P,16.875940000208217,P,12.028164155246788,P
529,133,17,9,S1,PASS,1,1.1931549090228415,P,-1.0809632437058885,P,0.6611006056555707,P,0.8687776726754584,P,20.094281207082012,P,17.060546006060378,P,12.152366930874742,P
530,133,17,10,S2,PASS,1,1.2137654328396068,P,0.2933843314033177,P,0.8279704016383984,P,0.8315031225272138,P,20.080949313265133,P,17.13640392576176,P,11.960341662585389,P
531,133,17,11,S3,FAIL,0,1.2123618283693323,P,0.47038301919937536,P,0.7945947317059581,P,0.6489962336532751,P,20.58725987890266,F,16.77635611385638,P,13.166388479615469,P
532,133,17,12,S4,PASS,1,1.2058072306144847,P,1.3741474603029076,P,0.6161522330115068,P,0.6218550630416928,P,19.819420112847524,P,17.04626560222607,P,13.177540887430023,P
533,134,17,13,S1,PASS,1,1.1853865364470009,P,-1.0803907542788453,P,0.7329804649173903,P,0.7204663045475918,P,19.71347718674294,P,16.688531261393063,P,14.374102989845806,P
534,134,17,14,S2,PASS,1,1.217435239570379,P,-0.23537316282875542,P,0.563562256090402,P,0.7302681497696221,P,19.687128699057993,P,17.043835792934207,P,11.707263015015057,P
535,134,17,15,S3,PASS,1,1.183898253218208,P,0.017034945593215556,P,0.6835826804720873,P,0.5166178781104114,P,20.486388470406368,P,16.89341830612158,P,11.844803666534904,P
536,134,17,16,S4,PASS,1,1.1874982734420167,P,-0.5086651869397548,P,0.6591904081155081,P,0.5190728385666447,P,20.477596395554762,P,16.824061917373875,P,13.28908483409548,P
537,135,17,17,S1,PASS,1,1.1952488926265827,P,0.9644226423090013,P,0.38350890674959726,P,0.571995542924204,P,20.45065918429563,P,17.200821267418586,P,12.28971521282051,P
538,135,17,18,S2,PASS,1,1.2222706082950443,P,0.31902248392384835,P,0.5809259662741371,P,0.5694548557810309,P,19.98174717378849,P,17.10002606806271,P,12.430692703784683,P
539,135,17,19,S3,FAIL,0,1.19036079649551,P,-1.31802589413597,P,0.5234416180849993,P,0.5526503270320087,P,20.69291774218072,F,16.922755889569444,P,11.346283902331415,P
540,135,17,20,S4,PASS,1,1.1930392965486316,P,0.1561714974257785,P,0.3877844528270442,P,0.45583185031516604,P,19.868219897085623,P,16.965825640578515,P,11.351596516662246,P
541,136,17,21,S1,PASS,1,1.2087298270036706,P,-0.2706958139231416,P,0.37362842891662773,P,0.46684194652280425,P,19.97307173450952,P,17.186646049877407,P,13.080441282046333,P
542,136,17,22,S2,PASS,1,1.2122217896671503,P,-1.0603294491499164,P,0.4800970611696296,P,0.5350193081097379,P,19.91041365180881,P,17.13726153756702,P,12.22290481580362,P
543,136,17,23,S3,PASS,1,1.1918694027186427,P,-0.9981448464500418,P,0.4204672837128806,P,0.5110483931853189,P,20.414551532439486,P,17.076257642745027,P,12.685654418070714,P
544,136,17,24,S4,PASS,1,1.2010808553200938,P,-0.3595281637957452,P,0.38154732428653243,P,0.17278775071422056,P,19.73062063286579,P,17.06871854937273,P,11.530118949395519,P
545,137,17,25,S1,PASS,1,1.1892239840638525,P,-0.24711837139855258,P,0.36771672017829404,P,0.48315454586913403,P,20.244727438152186,P,16.94741672437126,P,10.926481482336097,P
546,137,17,26,S2,FAIL,0,1.1715408429995502,F,-1.159699048018563,P,0.28387899524594573,P,0.45463214944633334,P,19.831099754318068,P,17.173750477255965,P,11.348144706071826,P
547,137,17,27,S3,PASS,1,1.1963964019262798,P,0.33081677213724453,P,0.4447880910412464,P,0.387293512007297,P,20.00400229089841,P,16.723041053980218,P,12.589978809803306,P
548,137,17,28,S4,FAIL,0,1.2074582122444886,P,0.39513719062059316,P,0.2988659860348856,P,0.3338769701507823,P,20.55002336183075,F,17.379350049363655,P,12.273817230924648,P
549,138,17,29,S1,FAIL,0,1.228132420484955,F,1.1098724131215227,P,0.4111294687789946,P,0.533115229564016,P,19.73670810111488,P,16.95026730778634,P,12.699919125774121,P
550,138,17,30,S2,FAIL,0,1.2120999656738052,P,2.267986157465743,F,0.46128233888202463,P,0.4973382153765583,P,19.990350909401307,P,17.01325989569897,P,12.061182673243858,P
551,138,17,31,S3,FAIL,0,1.18686126134614,P,-0.5520427505639068,P,0.2763821026742572,P,0.46394735546194604,P,20.645536633731954,F,17.28908240372588,P,11.429567264591197,P
552,138,17,32,S4,FAIL,0,1.2146600095061824,P,2.167614891925441,F,0.4842662753385293,P,0.5238610217372783,P,20.094118468581957,P,17.321118186930434,P,11.621915333418738,P
553,139,17,33,S1,PASS,1,1.2136174596311207,P,0.11648013817353725,P,0.6224318764380236,P,0.4706007014919818,P,19.97430540959846,P,16.886746949775482,P,10.97844488752038,P
554,139,17,34,S2,PASS,1,1.1890729876948742,P,1.0149577265925647,P,0.8057948032098057,P,0.6631506883747181,P,19.872310332424856,P,17.31558444484704,P,11.372629730575863,P
555,139,17,35,S3,PASS,1,1.1938083729896831,P,-0.4015199840660792,P,0.5707554207516154,P,0.6564617083919159,P,20.04921400653976,P,16.894859158416494,P,12.195009208820457,P
556,139,17,36,S4,PASS,1,1.1971176035352884,P,-0.07364944585818671,P,0.7970148465224908,P,0.5468540245363607,P,19.87440308660235,P,16.778282431370858,P,14.394446233483947,P
557,140,17,37,S1,PASS,1,1.1939442610695303,P,0.1952009470648809,P,0.6704491859202778,P,0.6708279324332935,P,20.04394606210466,P,17.48853754133145,P,10.818553408095037,P
558,140,17,38,S2,FAIL,0,1.2024321758166827,P,-0.4019871272186879,P,0.7112559791152931,P,0.4755910353503948,P,19.363043196163783,F,17.03890268691721,P,11.005757459953191,P
559,140,17,39,S3,FAIL,0,1.2021521253015834,P,0.5628282167911632,P,0.6460368731082171,P,0.8715251235521565,P,20.890255395895625,F,16.99277343152362,P,10.71224069941366,P
560,140,17,40,S4,PASS,1,1.2019102378853177,P,-0.7560674579351945,P,0.7760177760291221,P,0.7226742596351491,P,19.809768945082244,P,17.071852950318068,P,11.021667364486404,P
561,141,17,41,S1,PASS,1,1.2019066296557621,P,-1.0239619581094834,P,0.8653694871572233,P,0.858454148951172,P,19.596076758122315,P,16.998392856261283,P,11.37369480169882,P
562,141,17,42,S2,PASS,1,1.194115410895734,P,-0.6864753052688407,P,1.0023072410093021,P,0.9565101126854508,P,19.886742213369754,P,16.74648980890713,P,11.123071907831909,P
563,141,17,43,S3,FAIL,0,1.2001791521841074,P,-0.9698890149498747,P,0.7254055783829678,P,1.0833858941977217,P,20.787557236405252,F,16.945384311201444,P,12.394951551163102,P
564,141,17,44,S4,FAIL,0,1.1743566767984879,F,-0.34459068789797126,P,0.8815236436970393,P,0.9318094119420659,P,20.21215383989483,P,16.5772487425479,P,10.890544372672684,P
565,142,17,45,S1,PASS,1,1.1919736825619203,P,0.3830916844931342,P,1.0653302562607072,P,0.9522054397704927,P,19.81369604187835,P,16.802430786127626,P,12.905619104313812,P
566,142,17,46,S2,FAIL,0,1.211495230577123,P,-2.0540476973481634,F,1.012795414211611,P,1.025449846397593,P,19.706175701523755,P,17.23071531528237,P,11.777219174537663,P
567,142,17,47,S3,FAIL,0,1.2197166595505533,P,0.2768445493047046,P,1.0057148120324277,P,1.1312078033297022,P,20.653927262570406,F,16.94961918734178,P,12.302319710226556,P
568,142,18,2,S4,PASS,1,1.2159748173301468,P,0.605676637245324,P,0.9537050283322936,P,1.052007577807692,P,20.254970336123797,P,17.09654190629762,P,10.554816474065355,P
569,143,18,3,S1,PASS,1,1.192627449593775,P,0.9849096695731344,P,1.173222752717074,P,0.9396555793000406,P,20.05351561708709,P,16.933396299427653,P,13.405768256844976,P
570,143,18,4,S2,PASS,1,1.2097749520452754,P,1.1457297516529827,P,0.8993507502832194,P,0.9645813581845557,P,20.26673281726975,P,17.058039012033834,P,12.299876275627541,P
571,143,18,5,S3,FAIL,0,1.194592840192052,P,0.27596027436496035,P,0.9393004027105908,P,0.987038217673849,P,20.639278033550113,F,16.946747522547597,P,11.321345170560328,P
572,143,18,6,S4,PASS,1,1.2077244609163846,P,0.35653877951641394,P,0.8124838592799791,P,0.9861915238853024,P,19.746417936512206,P,17.108515865030853,P,14.704312835488317,P
573,144,18,7,S1,PASS,1,1.1894805604266,P,0.28464592651774584,P,0.8704139879421879,P,0.9960639997278872,P,19.872072353185562,P,17.066497488894054,P,12.381902104689813,P
574,144,18,8,S2,PASS,1,1.2219779468057206,P,-0.5052754965084737,P,0.8522675728008559,P,0.814662852557068,P,20.176474320920423,P,17.275952238391778,P,11.77051950297889,P
575,144,18,9,S3,PASS,1,1.1921713352318133,P,0.3901136475735515,P,0.9606168979810805,P,0.7782754117876649,P,20.407360595395733,P,17.04350603832812,P,11.945166609946101,P
576,144,18,10,S4,PASS,1,1.203646199629742,P,-0.5953733185718414,P,0.8043255105575842,P,0.7153153344478703,P,20.34859893090422,P,17.08108834687658,P,11.346540932684016,P
577,145,18,11,S1,PASS,1,1.2175837778861067,P,1.34226530437848,P,0.9876697118589362,P,0.7517934051721626,P,19.86945841516409,P,17.166687942809016,P,13.647569332763531,P
578,145,18,12,S2,PASS,1,1.208373421969854,P,1.8648039561856498,P,0.6340448937864481,P,0.94935130963486,P,20.13908252364279,P,17.05216612990284,P,12.13785843993415,P
579,145,18,13,S3,PASS,1,1.1952006397056256,P,0.5668787576085583,P,0.49024955716428575,P,0.7743674622092103,P,20.246619808451385,P,17.395183730848057,P,11.505868812785238,P
580,145,18,14,S4,PASS,1,1.1947558822842959,P,-0.47264491688794363,P,0.6899449907622266,P,0.5183459014260622,P,19.768328218924758,P,16.98183255422707,P,12.472577222528026,P
581,146,18,15,S1,FAIL,0,1.198658781493722,P,0.048371052235466304,P,0.6670380317951794,P,0.7310938154897189,P,20.041599630446335,P,17.067765155223274,P,9.892262593118316,F
582,146,18,16,S2,PASS,1,1.207314743718107,P,-0.2738091365494985,P,0.6847946905516951,P,0.6219600313125302,P,20.02013981736397,P,16.89844225554579,P,12.2511564156124,P
583,146,18,17,S3,FAIL,0,1.1982022108452355,P,-0.64620047727724,P,0.4604616956537747,P,0.5205475880462245,P,20.647375806913406,F,17.216723242999322,P,11.587599537468261,P
584,146,18,18,S4,PASS,1,1.1828873840746768,P,-1.0351862126328928,P,0.5803567845598638,P,0.4884375800685661,P,19.94115076199048,P,17.112843168042975,P,12.914914271093386,P
585,147,18,19,S1,PASS,1,1.2124309844172354,P,-0.24802649781785058,P,0.4551639725076657,P,0.6017176362823926,P,20.03370067120047,P,16.980451143655785,P,12.013655217368107,P
586,147,18,20,S2,PASS,1,1.1972787924880237,P,0.5595404643605996,P,0.49361991704992614,P,0.375666320503486,P,20.148912160075696,P,17.296550937049695,P,12.321230297708963,P
587,147,18,21,S3,FAIL,0,1.199954447795276,P,-0.19211055042165592,P,0.4977635748516106,P,0.2700720765768667,P,20.684741445428273,F,17.44708263395619,P,11.660962787226525,P
588,147,18,22,S4,PASS,1,1.2159211665844678,P,-0.6601952580387906,P,0.34668535291943464,P,0.6060369865352195,P,19.965970106208303,P,17.296979219637073,P,13.00183762754987,P
589,148,18,23,S1,PASS,1,1.1989960415780834,P,-0.24565234552035828,P,0.38970877224661626,P,0.7682976963219128,P,20.240909188168903,P,17.076733928039967,P,11.576072559284526,P
590,148,18,24,S2,PASS,1,1.1976699908705557,P,1.2011386670919617,P,0.5363302103403184,P,0.44757806120791765,P,19.935435865051442,P,17.31059124914625,P,13.271442576215634,P
591,148,18,25,S3,FAIL,0,1.1832940382824249,P,0.8934684668616856,P,0.3561591770175928,P,0.2778623332876836,P,20.56160732893584,F,17.60729356870931,F,12.059947775610448,P
592,148,18,26,S4,PASS,1,1.1929976751701574,P,-0.6918496206005579,P,0.39543870368808764,P,0.3482934217668576,P,19.88707871656608,P,17.106163473542917,P,13.825136402573897,P
593,149,18,27,S1,PASS,1,1.1828419057192225,P,-0.509525855719628,P,0.32278551240115455,P,0.4494855329910823,P,19.995936442568386,P,16.72655228267135,P,10.899612505113746,P
594,149,18,28,S2,PASS,1,1.199833301457332,P,0.8908325391707094,P,0.22705687790094312,P,0.48441216893090533,P,20.20143519582103,P,16.89210653609607,P,12.356922887356873,P
595,149,18,29,S3,FAIL,0,1.19563173009672,P,-0.00023874415256236318,P,0.2747331544819757,P,0.555092288181589,P,20.52843344323426,F,16.7523773099268,P,12.114088609719158,P
596,149,18,30,S4,PASS,1,1.1967170113708276,P,-0.05004553692583163,P,0.4027034202351218,P,0.5863787308381299,P,20.31623064655796,P,16.80141507224598,P,10.66642105705185,P
597,150,18,31,S1,PASS,1,1.211314141210102,P,-0.7672895230934271,P,0.5430774621970932,P,0.16108103674193666,P,19.668506063745937,P,17.026220189232813,P,11.719259674905748,P
598,150,18,32,S2,PASS,1,1.197490787941065,P,0.14122561054259306,P,0.4823529405699947,P,0.5143880713361451,P,20.07231322613358,P,17.096874602552248,P,11.548978921266817,P
599,150,18,33,S3,FAIL,0,1.1945671302086653,P,-1.260618724579576,P,0.5736291227366515,P,0.6730993033701849,P,20.616785940377998,F,17.269723420899556,P,12.211197045058258,P
600,150,18,34,S4,PASS,1,1.199010684209196,P,0.9393623361353761,P,0.4833766405707234,P,0.49605599624727903,P,20.15720043847478,P,17.23477734632428,P,12.027741780693592,P
601,151,18,35,S1,PASS,1,1.2058707744263217,P,-0.7404445612064459,P,0.5634218436093246,P,0.7812183324908863,P,20.36589591503992,P,16.914432561930973,P,12.489877804153666,P
602,151,18,36,S2,PASS,1,1.1894541118973236,P,0.1500338475042876,P,0.7119852330112408,P,0.3868590820108938,P,19.803804303069036,P,16.97118242626097,P,12.420231643690645,P
603,151,18,37,S3,PASS,1,1.189712365527037,P,-0.4137510686658817,P,0.7332940922084944,P,0.5887277512304766,P,20.381461179772483,P,16.761653526905143,P,11.710643893585587,P
604,151,18,38,S4,PASS,1,1.2032432958086403,P,-0.3951063173013669,P,0.7255908850249404,P,0.5740671055340805,P,20.10719174148791,P,16.93820452932615,P,12.03058478744656,P
605,152,18,39,S1,PASS,1,1.2079741634713816,P,-0.3096224160378229,P,0.7562080796001402,P,0.8075778225905268,P,20.451442193074968,P,16.87002678929597,P,12.434151825335821,P
606,152,18,40,S2,PASS,1,1.1926620534661736,P,0.9255925248463349,P,0.7015312539815186,P,0.8065627225635672,P,20.04009251617871,P,17.162381706435465,P,13.999526975576044,P
607,152,18,41,S3,PASS,1,1.213526672995032,P,-0.5155429719881554,P,0.7843330292850897,P,0.7408941490875631,P,20.44175403496605,P,16.930106142880987,P,12.431564247282834,P
608,152,18,42,S4,PASS,1,1.1898018824917225,P,-0.17120197901753564,P,0.7148573553111105,P,0.8707001429352428,P,19.751415977855356,P,17.36938001857684,P,11.009494769955577,P
609,153,18,43,S1,PASS,1,1.2198807239038143,P,-0.8289216083415822,P,0.820708451215185,P,0.9134176414137465,P,19.817338315670362,P,16.92276148832638,P,11.942890914873859,P
610,153,18,44,S2,PASS,1,1.1963669002759802,P,0.6243470132360006,P,0.8897366436601246,P,0.9190773590116155,P,19.72059052460763,P,17.234826257996502,P,13.101223039118143,P
611,153,18,45,S3,PASS,1,1.2034236728115273,P,-0.8106069881558847,P,0.9850526389045486,P,0.7181458742231712,P,20.271948029010108,P,16.781636513693613,P,13.292504373891253,P
612,153,18,46,S4,PASS,1,1.2008788020782564,P,-0.46549313331699704,P,0.8705351531106069,P,1.033988314303936,P,20.208042677291953,P,17.161722688915848,P,12.540527449664246,P
613,154,18,47,S1,PASS,1,1.201102098665228,P,0.325417662181082,P,1.027197611927734,P,1.01534132029188,P,20.300921664147957,P,16.743196950699787,P,13.25239431608467,P
614,154,18,48,S2,PASS,1,1.202316264192701,P,1.4777182361190873,P,1.2011471790516575,P,0.9900380162689223,P,20.237505402487972,P,16.83235114425869,P,13.02688275536905,P
615,154,19,2,S3,FAIL,0,1.1974716844665767,P,-0.8639138951162283,P,0.9883735660382651,P,1.1266493395358725,P,20.72860335184687,F,16.969133280456013,P,11.922243957266799,P
616,154,19,3,S4,PASS,1,1.1917345445603884,P,0.039485768168385976,P,1.0686897926528662,P,0.8747556236076892,P,20.247430543982226,P,17.2640239998447,P,12.63217614858461,P
617,155,19,4,S1,PASS,1,1.204753918448204,P,-0.18378844973575348,P,0.9547771423951885,P,0.8764075149045006,P,20.16255875240794,P,16.99369622202873,P,12.90495626822303,P
618,155,19,5,S2,PASS,1,1.2177022118290626,P,-1.4271210164061694,P,0.8946111138859696,P,1.1340781827801054,P,20.152848607872766,P,17.04036587628108,P,12.682790931648158,P
619,155,19,6,S3,FAIL,0,1.2048136025085958,P,-0.3075186554578118,P,0.7845587722363491,P,0.9289772567208793,P,20.579380307998566,F,16.678653988896613,P,10.314381409365305,P
620,155,19,7,S4,PASS,1,1.2085117034901107,P,0.5495666849879511,P,0.9932328050032302,P,0.9758526551524516,P,19.86173511130938,P,16.991714329359134,P,11.227170190075757,P
621,156,19,8,S1,PASS,1,1.1900270676162588,P,0.09174976236504766,P,0.7076829819861212,P,0.8357687960284547,P,20.2521366461333,P,17.42360733055651,P,12.412678011827268,P
622,156,19,9,S2,PASS,1,1.1984505364563003,P,0.754760373942214,P,0.7780828840259117,P,0.8865590743046284,P,19.926890762691706,P,17.37730713928359,P,12.146335388400594,P
623,156,19,10,S3,FAIL,0,1.198141020841765,P,0.32410499915080593,P,0.6293152332067842,P,0.8628181807914028,P,20.528780736793497,F,17.09973760833448,P,11.701395217398375,P
624,156,19,11,S4,PASS,1,1.1817022516332034,P,0.4547671536658663,P,0.7835768673963022,P,0.8462181062154199,P,20.117416028549506,P,16.78249662827738,P,11.724748125594493,P
625,157,19,12,S1,PASS,1,1.2088314342110789,P,-0.23309862291779201,P,0.7637627370283078,P,0.7458112018666718,P,19.983233033825815,P,17.417763270736685,P,12.444204986338745,P
626,157,19,13,S2,PASS,1,1.1894257367138885,P,-0.20194594471704452,P,0.5452006221470007,P,0.4982866649399843,P,19.913161323991556,P,16.90338371956601,P,11.329649772884379,P
627,157,19,14,S3,FAIL,0,1.193590859359019,P,-1.756062897675252,P,0.7075743009852156,P,0.5496796422368686,P,20.76897474776135,F,16.977874076643342,P,12.494505125798883,P
628,157,19,15,S4,PASS,1,1.204766981316379,P,0.8863309820580763,P,0.6341811542237792,P,0.48558340730523764,P,20.027666098572862,P,16.892264898585456,P,14.558437118342074,P
629,158,19,16,S1,PASS,1,1.203939064956328,P,-0.24077526952887915,P,0.40132520140372324,P,0.41520100739377974,P,19.98805667903157,P,17.379315234997627,P,14.197079028256551,P
630,158,19,17,S2,PASS,1,1.1989637427252244,P,-0.01236143475904613,P,0.6655235885880253,P,0.3368497877073031,P,19.882995885283574,P,17.049876271983752,P,12.164793345615491,P
631,158,19,18,S3,FAIL,0,1.2024082218782202,P,0.3442549302442401,P,0.4771305574272982,P,0.35644041606256927,P,20.695818973036992,F,17.214346681249822,P,12.752296287809585,P
632,158,19,19,S4,PASS,1,1.1978670454774467,P,1.394030939685603,P,0.4658363617469732,P,0.39159578527451827,P,20.1080015624135,P,16.999271400245984,P,12.715969933760995,P
633,159,19,20,S1,PASS,1,1.1899937092701522,P,0.032774502703700595,P,0.39141743488079955,P,0.25410330141224613,P,19.942818697786567,P,16.574592204734657,P,10.713776354224342,P
634,159,19,21,S2,PASS,1,1.1847764755104124,P,-0.49239285319702647,P,0.5321090710274581,P,0.5303515352657533,P,20.402205304592123,P,17.082853073079377,P,12.37660482472276,P
635,159,19,22,S3,PASS,1,1.1836592484537185,P,0.7767325759751202,P,0.44775627895765807,P,0.5352058092433492,P,20.456205577798848,P,16.92763888998292,P,10.904860808993941,P
636,159,19,23,S4,PASS,1,1.1896642230103807,P,0.8837306974016551,P,0.2461225499855629,P,0.5097338918908945,P,19.886910817270525,P,16.985913562722228,P,11.799689622657802,P
637,160,19,24,S1,PASS,1,1.2027822968997741,P,0.5087872926050347,P,0.2921123074106049,P,0.36552080447756397,P,19.965013305650427,P,17.259704330859556,P,10.854864701517748,P
638,160,19,25,S2,PASS,1,1.1962796789588117,P,1.0941991163217242,P,0.48888757220579343,P,0.3063959856734362,P,19.937491063102048,P,17.36727482802976,P,11.602023527836147,P
639,160,19,26,S3,FAIL,0,1.2049693114673754,P,-0.3080574321259659,P,0.40343807773684826,P,0.20810408907640052,P,20.690154800331,F,17.195534457824593,P,11.288579164172294,P
640,160,19,27,S4,PASS,1,1.2003061745031627,P,-0.4026168111737005,P,0.28321528437787435,P,0.37808538990312823,P,19.995901675052078,P,16.988843745595567,P,10.190194614313887,P
641,161,19,28,S1,PASS,1,1.2069881760747416,P,-0.23741234243858245,P,0.5059235607693534,P,0.3281586511830009,P,20.316835658201963,P,17.349735469527086,P,13.057546528959335,P
642,161,19,29,S2,PASS,1,1.2116165357357327,P,0.9012460513651377,P,0.42680396160930956,P,0.41528535406157197,P,20.161504772155762,P,17.24181987252481,P,12.035376521532301,P
643,161,19,30,S3,PASS,1,1.1870390715529648,P,-1.0233024971004672,P,0.33982633603687584,P,0.4111801217192362,P,20.388031119824657,P,16.799816500366155,P,13.172156145585078,P
644,161,19,31,S4,PASS,1,1.202232061435586,P,0.7850350159840174,P,0.49840625246407866,P,0.3475159439119127,P,19.966212576725194,P,16.988467860599336,P,11.5249973347071,P
645,162,19,32,S1,PASS,1,1.200281282844916,P,1.7829294003507865,P,0.42742923099650026,P,0.760902591024615,P,19.901133839385835,P,16.829040014942425,P,11.906774431221793,P
646,162,19,33,S2,PASS,1,1.2140509376378503,P,1.2910117740025315,P,0.40827093835273975,P,0.44184124647767903,P,19.8559047082858,P,17.23126659534204,P,12.104609442547204,P
647,162,19,34,S3,PASS,1,1.208885578568162,P,-0.21562828097522257,P,0.48524189285883806,P,0.5999509828043599,P,19.942223836343288,P,16.986730283632447,P,11.400117866819222,P
648,162,19,35,S4,PASS,1,1.1997715776258462,P,-0.4841533770464172,P,0.5673775237078763,P,0.6915897476478206,P,20.159098348465346,P,17.038976177553664,P,11.124993001802487,P
649,163,19,36,S1,PASS,1,1.2146863339277578,P,0.13292241197341614,P,0.4497072402254262,P,0.7394248674601858,P,19.95044374351856,P,16.762263549494048,P,10.730287151518676,P
650,163,19,37,S2,PASS,1,1.1980861553369688,P,1.101037167087194,P,0.6783869331780413,P,0.779645989263341,P,20.097552410635828,P,17.037041497348056,P,12.511334010487536,P
651,163,19,38,S3,FAIL,0,1.1920082514216022,P,0.6691906430141186,P,0.5554004668973657,P,0.8018118769137265,P,20.51091663897141,F,16.89549184633618,P,11.62384300836464,P
652,163,19,39,S4,PASS,1,1.2043698792389672,P,0.10911238516039026,P,0.7998671923104193,P,0.5819945450804779,P,19.843152476052598,P,17.148988228924104,P,13.518196771129192,P
653,164,19,40,S1,PASS,1,1.215598480322819,P,1.2051029776901192,P,0.7860736029595482,P,0.715358630592562,P,19.79066436310549,P,17.06580885120626,P,12.25781381543599,P
654,164,19,41,S2,PASS,1,1.2007385475248713,P,-0.3427460902602091,P,0.6741110644183536,P,0.7412214728386306,P,19.849467014046976,P,17.370939787951375,P,12.364494872571374,P
655,164,19,42,S3,FAIL,0,1.2216415746022131,P,-0.11775829515329482,P,0.7923296720088155,P,0.7535460915989226,P,20.553633334688765,F,16.92205110909849,P,11.894106946659571,P
656,164,19,43,S4,PASS,1,1.2142383653076356,P,-0.18635533776292604,P,0.872425020398014,P,0.946390750553644,P,20.096228632483516,P,16.669984034357558,P,10.811546341536062,P
657,165,19,44,S1,PASS,1,1.199915179979084,P,-0.5592695350476234,P,0.6695635866602343,P,1.027567974876081,P,20.258764213386836,P,17.03324337847677,P,12.539255760488327,P
658,165,19,45,S2,FAIL,0,1.1974277413996228,P,0.12899889337336137,P,0.875805960819891,P,0.9089659833579963,P,20.322154807274,P,17.33055850813899,P,15.155202675395902,F
659,165,19,46,S3,FAIL,0,1.1851533255049864,P,-0.3930163227390985,P,1.0232946797987725,P,0.8636737094695766,P,20.88535734207647,F,16.895045780971962,P,12.715496316172715,P
660,165,19,47,S4,PASS,1,1.1828809088619643,P,-0.3790946424385843,P,1.2283459224078754,P,0.9454301945823098,P,19.94580273926619,P,17.217311262680553,P,12.58096964920617,P
661,166,19,48,S1,PASS,1,1.1943832584066594,P,0.7101504441910594,P,0.9544489044259853,P,0.9861154652127432,P,19.94385050939505,P,16.983585101883147,P,12.19820514826732,P
662,166,20,2,S2,PASS,1,1.2098314210681018,P,-0.5981143183050055,P,1.1075310706743289,P,0.9890614907524985,P,19.84832642074949,P,17.151426165408346,P,12.489585990750701,P
663,166,20,3,S3,PASS,1,1.1935274222369876,P,-0.3895900083934716,P,1.0228708154392512,P,1.2675362474906902,P,20.361015925614414,P,16.732705391002924,P,12.440227591278193,P
664,166,20,4,S4,FAIL,0,1.2017992053739843,P,-2.001227936408076,F,0.8843096306510378,P,0.9732131692038581,P,20.49322843949098,P,17.00927699528783,P,13.341858015229896,P
665,167,20,5,S1,PASS,1,1.196931374939153,P,0.36313505239012855,P,1.0433020201530008,P,0.8271514534760936,P,19.786265233770624,P,16.60464895852955,P,11.227445129973102,P
666,167,20,6,S2,PASS,1,1.2079100182584648,P,1.0355802793328006,P,1.1531593339907773,P,0.9048716879650769,P,20.077443489293024,P,16.867325644373793,P,10.476920282072873,P
667,167,20,7,S3,PASS,1,1.1957798971556628,P,0.6170548714934364,P,0.7478169929338957,P,0.9613772076726773,P,20.324725050465243,P,17.150772104003796,P,12.92506015166634,P
668,167,20,8,S4,PASS,1,1.2074069206089926,P,0.4930100784894167,P,0.8632969961424339,P,0.8023583801272574,P,20.145655623795488,P,16.62050649815083,P,13.1505075172665,P
669,168,20,9,S1,PASS,1,1.209740684952036,P,0.478621458772428,P,0.7595629918598178,P,0.8810192598673072,P,20.172586609515008,P,17.134916277800688,P,11.539928019472857,P
670,168,20,10,S2,PASS,1,1.2177920289667625,P,0.6552311672551121,P,1.0022966281324899,P,0.5815647682015795,P,20.350340359398132,P,16.794739138491337,P,13.500990558893076,P
671,168,20,11,S3,FAIL,0,1.199097703498543,P,-0.36877470713640625,P,0.4651788772720987,P,0.6914594795980247,P,20.901976429478427,F,16.77623609359305,P,12.403474954826242,P
672,168,20,12,S4,PASS,1,1.2008055429325928,P,0.6493916230878556,P,0.6130620318311159,P,0.7375274427186189,P,19.904975173001272,P,17.08969498861706,P,12.38191203582908,P
673,169,20,13,S1,PASS,1,1.1875243830027364,P,-1.3132271072855004,P,0.6383857113424447,P,0.5540778886665981,P,20.020005904458433,P,17.08053172706491,P,11.650617232206884,P
674,169,20,14,S2,PASS,1,1.1859185744672014,P,0.12517052153848124,P,0.5587877068282913,P,0.6772363828350072,P,20.142735478444955,P,17.143450595717443,P,10.45124005840036,P
675,169,20,15,S3,FAIL,0,1.2074181972470328,P,-0.5858515429792824,P,0.6895022984689241,P,0.5686177346494753,P,20.57058910552379,F,16.965213799503765,P,12.855495417503992,P
676,169,20,16,S4,PASS,1,1.204536007117757,P,-0.31503210807397614,P,0.6020446458138661,P,0.4586447267301407,P,20.017659554134816,P,17.0530082357419,P,12.783989097388574,P
